date,GDP,poverty,tradebalance,population,sp500,rep,rep_senate
1970-12-31,-0.4105,1.7385688540219923,0.3679,0.14967284199912048,83.22,,43.0
1971-12-31,3.2934,1.7089279331152725,0.10573333333333333,0.19027870000000036,98.28333333333335,180.0,43.0
1972-12-31,5.2589,1.680325466758369,-0.1921967741935484,0.19180509999999984,109.20833333333333,180.0,44.0
1973-12-31,5.6457,1.652917752581648,0.19289679487179487,0.19417109999999838,107.42333333333333,192.0,44.0
1974-12-31,-0.5405,1.7,-0.0036435339308578812,0.19692930000000075,82.5525,192.0,42.0
1975-12-31,-0.2055,1.6014475518196556,0.7578800307219663,0.20000410000000102,86.15583333333332,144.0,42.0
1976-12-31,5.3881,1.5773206722997204,0.08188735343812398,0.2039541999999983,102.02166666666666,144.0,37.0
1977-12-31,4.6242,1.5543763165806312,-0.8710649688703203,0.20843530000000143,98.21,143.0,37.0
1978-12-31,5.5353,1.532547036725359,-1.0371730788214164,0.2123418000000008,96.01999999999998,143.0,38.0
1979-12-31,3.1662,1.4487437185929648,-0.8939146010946152,0.21522779999999742,103.0225,157.0,38.0
1980-12-31,-0.2568,1.4921815400509357,-0.5443029130588756,0.21736600000000195,118.78333333333335,157.0,41.0
1981-12-31,2.5377,1.4737005427894787,-0.42118058210746606,0.21967169999999925,128.04166666666666,192.0,41.0
1982-12-31,-1.8029,1.4563346213918384,-0.5620761165369148,0.22232449999999915,119.72500000000002,192.0,53.0
1983-12-31,4.5839,1.4400837758580147,-1.249295223419977,0.22462409999999977,160.42500000000004,166.0,53.0
1984-12-31,7.2366,1.4249080700120151,-2.2852190447179406,0.2264765000000004,160.46666666666667,166.0,55.00000000000001
1985-12-31,4.1697,1.4108904312081907,-2.5592838089453847,0.22814209999999946,186.85,181.0,55.00000000000001
1986-12-31,3.4627,1.3649944446314939,-2.815456761789413,0.23021110000000178,236.35833333333335,181.0,53.0
1987-12-31,3.4596,1.3862003811919905,-2.9484513523579174,0.2328879999999991,286.84166666666664,177.0,53.0
1988-12-31,4.177,1.375500262182959,-2.2609702704715477,0.2359226000000021,265.78333333333336,177.0,45.0
1989-12-31,3.6727,1.3659459818367665,-1.6821940540943037,0.23938749999999942,322.8333333333333,175.0,45.0
1990-12-31,1.886,1.35750677735439,-1.3809188108188601,0.24355410000000077,334.58750000000003,175.0,45.0
1991-12-31,-0.1083,1.3231219224246074,-0.6478637621637718,0.24605180000000004,376.1775,167.0,45.0
1992-12-31,3.5224,1.3592121606751035,-0.5558127524327544,0.2493251999999977,415.7441666666668,167.0,44.0
1993-12-31,2.7528,1.3320056386068766,-0.8714025504865509,0.2585072000000004,451.4066666666667,176.0,44.0
1994-12-31,4.0288,1.3567344561127235,-1.1896405100973102,0.27554939999999917,460.32916666666665,176.0,43.0
1995-12-31,2.6843,1.3364465995115364,-1.177848102019462,0.2972634999999997,541.6383333333332,230.0,43.0
1996-12-31,3.7725,1.320669280272567,-1.1906096204038925,0.32256060000000275,670.8283333333334,230.0,52.0
1997-12-31,4.4472,1.3080493368588526,-1.1891619240807785,0.34365339999999733,872.6733333333333,226.0,52.0
1998-12-31,4.4814,1.3263894344543614,-1.6741523848161557,0.3520992000000014,1084.3108333333332,226.0,55.00000000000001
1999-12-31,4.7532,1.315265085403012,-2.460030476963231,0.3430652000000016,1326.0608333333334,223.0,55.00000000000001
2000-12-31,4.1275,1.305854075593382,-3.418566095392646,0.32169609999999693,1427.0075,223.0,55.00000000000001
2001-12-31,0.9983,1.320645674132246,-3.4653132190785287,0.29467340000000064,1192.0783333333334,220.0,55.00000000000001
2002-12-31,1.7417,1.3334620395114023,-3.804902643815706,0.2717105000000011,995.63,220.0,50.0
2003-12-31,2.8612,1.3581377134386268,-4.273780528763141,0.2579710000000013,963.6891666666666,229.0,50.0
2004-12-31,3.7989,1.3799045055902752,-4.9097161057526275,0.2582609999999974,1130.5475000000004,229.0,51.0
2005-12-31,3.5132,1.3871616343679953,-5.407543221150525,0.2684077000000009,1207.0608333333332,233.0,51.0
2006-12-31,2.855,1.405158291388999,-5.545908644230105,0.28128519999999924,1310.6699999999998,233.0,55.00000000000001
2007-12-31,1.8762,1.4103667110486795,-5.0861417288460204,0.28982930000000096,1476.6333333333332,202.0,55.00000000000001
2008-12-31,-0.1366,1.4255887662305766,-4.948988345769203,0.29268989999999917,1220.888333333333,202.0,49.0
2009-12-31,-2.5368,1.4293399108045568,-3.1848376691538407,0.28699100000000044,946.7358333333335,178.0,49.0
2010-12-31,2.5638,1.4424541947760368,-3.379207533830768,0.27502469999999946,1139.3075000000001,178.0,41.0
2011-12-31,1.5508,1.4544709720750943,-3.658401506766154,0.26166600000000173,1268.8899999999996,242.0,41.0
2012-12-31,2.2495,1.4655219456187665,-3.5399203013532308,0.2501993999999996,1379.5633333333335,242.0,47.0
2013-12-31,1.8421,1.4757185564222244,-3.047184060270646,0.2397040999999973,1642.5116666666665,234.0,47.0
2014-12-31,2.526,1.4977789549552405,-2.926556812054129,0.23118250000000273,1930.6675000000002,234.0,45.0
2015-12-31,3.0755,1.5060234289189414,-2.8950713624108255,0.22426860000000204,2061.1991666666668,247.0,45.0
2016-12-31,1.7114,1.5136957058603748,-2.766294272482165,0.21743199999999518,2091.8441666666668,247.0,54.0
2017-12-31,2.3327,1.520853007488684,-2.827338854496433,0.21042150000000248,2448.2175,241.0,54.0
2018-12-31,2.9965,1.5275451721334177,-2.930907770899286,0.20459809999999834,2709.98,241.0,52.0
